association_id;atc_id_id;drug_id_id
23681;L01CA01;DB00570
23682;C07FX01;DB00571
23683;C07AA05;DB00571
23684;C07BA05;DB00571
23685;S01FA01;DB00572
23686;A03CB03;DB00572
23687;A03BA01;DB00572
23688;M01AE04;DB00573
23689;A08AA02;DB00574
23690;S01EA04;DB00575
23691;C02LC01;DB00575
23692;C02AC01;DB00575
23693;N02CX02;DB00575
23694;C02LC51;DB00575
23695;J01EB02;DB00576
23696;B05CA04;DB00576
23697;G01AE10;DB00576
23698;S01AB01;DB00576
23699;D06BA04;DB00576
23700;J05AB11;DB00577
23701;J01CR50;DB00578
23702;J01CA03;DB00578
23703;A08AA05;DB00579
23704;M01AH03;DB00580
23705;J02AC03;DB00582
23706;A16AA01;DB00583
23707;C09BA02;DB00584
23708;C09BB06;DB00584
23709;C09BB02;DB00584
23710;C09AA02;DB00584
23711;A02BA04;DB00585
23712;S01CC01;DB00586
23713;S01BC03;DB00586
23714;M01AB55;DB00586
23715;M02AA15;DB00586
23716;M01AB05;DB00586
23717;D11AX18;DB00586
23718;G02CB02;DB00589
23719;N02CA07;DB00589
23720;C02CA04;DB00590
23721;S01CA10;DB00591
23722;D07BC02;DB00591
23723;S02BA08;DB00591
23724;C05AA10;DB00591
23725;S01BA15;DB00591
23726;D07AC04;DB00591
23727;S02CA05;DB00591
23728;D07CC02;DB00591
23729;P02CB01;DB00592
23730;N03AD01;DB00593
23731;N03AD51;DB00593
23732;C03DB01;DB00594
23733;J01AA06;DB00595
23734;S01AA04;DB00595
23735;J01AA56;DB00595
23736;D06AA03;DB00595
23737;G01AA07;DB00595
23738;J01AA20;DB00595
23739;D07AC21;DB00596
23740;C07BG01;DB00598
23741;C07CG01;DB00598
23742;C07AG01;DB00598
23743;N01AF03;DB00599
23744;N05CB01;DB00599
23745;N05CA19;DB00599
23746;D11AX13;DB00600
23747;J01XX08;DB00601
23748;P02CF01;DB00602
23749;D11AX22;DB00602
23750;G03AA08;DB00603
23751;G03DA02;DB00603
23752;G03FB06;DB00603
23753;G03FA12;DB00603
23754;L02AB02;DB00603
23755;G03AA17;DB00603
23756;G03AC06;DB00603
23757;A03FA02;DB00604
23758;M01AB02;DB00605
23759;G01AE10;DB00606
23760;C03AB09;DB00606
23761;C03AA09;DB00606
23762;J01CR50;DB00607
23763;J01CF06;DB00607
23764;P01BA01;DB00608
23765;C01CA09;DB00610
23766;N02AF01;DB00611
23767;C07FX04;DB00612
23768;C07BB07;DB00612
23769;C07AB07;DB00612
23770;C09BX02;DB00612
23771;C09BX04;DB00612
23772;C07FB07;DB00612
23773;P01BF03;DB00613
23774;P01BA06;DB00613
23775;G01AX06;DB00614
23776;J04AB04;DB00615
23777;N03AC01;DB00617
23778;J01AA01;DB00618
23779;D06AA01;DB00618
23780;J01AA20;DB00618
23781;L01XE01;DB00619
23782;D07AB09;DB00620
23783;R01AD11;DB00620
23784;R03BA06;DB00620
23785;D07BB03;DB00620
23786;A01AC01;DB00620
23787;H02AB08;DB00620
23788;D07CB01;DB00620
23789;S01BA05;DB00620
23790;D07XB02;DB00620
23791;S02CA04;DB00620
23792;C05AA12;DB00620
23793;A14AA08;DB00621
23794;C08CA04;DB00622
23795;N05AB02;DB00623
23796;G03BA03;DB00624
23797;G03EA02;DB00624
23798;J05AR06;DB00625
23799;J05AG03;DB00625
23800;J05AR11;DB00625
23801;J01XX10;DB00626
23802;D06AX05;DB00626
23803;R02AB04;DB00626
23804;C10AD02;DB00627
23805;C10AD52;DB00627
23806;C10BA01;DB00627
23807;C04AC01;DB00627
23808;N05BA05;DB00628
23809;M05BB03;DB00630
23810;M05BA04;DB00630
23811;M05BB06;DB00630
23812;M05BB05;DB00630
23813;L01BB06;DB00631
23814;N05CM18;DB00633
23815;A07EA03;DB00635
23816;H02AB07;DB00635
23817;C10AB01;DB00636
23818;R06AX11;DB00637
23819;C01EB10;DB00640
23820;A10BH51;DB00641
23821;C10AA01;DB00641
23822;C10BX04;DB00641
23823;C10BA02;DB00641
23824;C10BX01;DB00641
23825;C10BA04;DB00641
23826;L01BA04;DB00642
23827;P02CA51;DB00643
23828;P02CA01;DB00643
23829;V04CM01;DB00644
23830;H01CA01;DB00644
23831;N01BX02;DB00645
23832;R02AD04;DB00645
23833;D01AA01;DB00646
23834;G01AA01;DB00646
23835;A07AA02;DB00646
23836;G01AA51;DB00646
23837;N02AC04;DB00647
23838;N02AC54;DB00647
23839;N02AC74;DB00647
23840;L01XX23;DB00648
23841;J05AF04;DB00649
23842;J05AR07;DB00649
23843;V03AF06;DB00650
23844;V03AF03;DB00650
23845;R03DA20;DB00651
23846;R03DB01;DB00651
23847;R03DA51;DB00651
23848;R03DA01;DB00651
23849;N02AD01;DB00652
23850;S01EE01;DB00654
23851;S01EE51;DB00654
23852;G03CC04;DB00655
23853;G03CA07;DB00655
23854;N06AX05;DB00656
23855;C02BB01;DB00657
23856;N07BB03;DB00659
23857;C09BB10;DB00661
23858;C08DA51;DB00661
23859;C08DA01;DB00661
23860;D07AB03;DB00663
23861;D07BB01;DB00663
23862;S02CA02;DB00663
23863;D07CB05;DB00663
23864;D07XB01;DB00663
23865;L02BB02;DB00665
23866;H01CA02;DB00666
23867;A01AD01;DB00668
23868;R03AK01;DB00668
23869;B02BC09;DB00668
23870;C01CA24;DB00668
23871;S01EA01;DB00668
23872;R01AA14;DB00668
23873;R03AA01;DB00668
23874;S01EA51;DB00668
23875;N02CC01;DB00669
23876;G01AE10;DB00669
23877;A02BX03;DB00670
23878;J01DD08;DB00671
23879;A10BB02;DB00672
23880;A04AD12;DB00673
23881;N06DA04;DB00674
23882;L02BA01;DB00675
23883;C09CA01;DB00678
23884;C09DA01;DB00678
23885;C09DB06;DB00678
23886;N05AC02;DB00679
23887;C01BG01;DB00680
23888;B01AA03;DB00682
23889;N05CD08;DB00683
23890;J01MA13;DB00685
23891;C05BA04;DB00686
23892;G04BX15;DB00686
23893;S02CA07;DB00687
23894;S01CA06;DB00687
23895;H02AA02;DB00687
23896;S03CA05;DB00687
23897;N05CD01;DB00690
23898;C09AA13;DB00691
23899;C09BA13;DB00691
23900;V03AB36;DB00692
23901;C04AB01;DB00692
23902;S01JA01;DB00693
23903;S01JA51;DB00693
23904;L01DB02;DB00694
23905;L01XY01;DB00694
23906;C03EB01;DB00695
23907;C03CA01;DB00695
23908;G01AE10;DB00695
23909;C03CB01;DB00695
23910;N02CA02;DB00696
23911;N02CA52;DB00696
23912;N02CA72;DB00696
23913;M03BX02;DB00697
23914;J01XE01;DB00698
23915;J01XE51;DB00698
23916;C04AE02;DB00699
23917;C03DA04;DB00700
23918;J05AE05;DB00701
23919;G01AE10;DB00703
23920;S01EC05;DB00703
23921;N02AA56;DB00704
23922;N07BB04;DB00704
23923;A08AA62;DB00704
23924;J05AG02;DB00705
23925;G04CA52;DB00706
23926;G04CA02;DB00706
23927;G01AE10;DB00706
23928;G04CA54;DB00706
23929;G04CA53;DB00706
23930;L01XD01;DB00707
23931;N01AH03;DB00708
23932;J05AR27;DB00709
23933;J05AR02;DB00709
23934;J05AR25;DB00709
23935;J05AR11;DB00709
23936;J05AR07;DB00709
23937;J05AR01;DB00709
23938;J05AR13;DB00709
23939;J05AR12;DB00709
23940;J05AR24;DB00709
23941;J05AR04;DB00709
23942;J05AR16;DB00709
23943;J05AR05;DB00709
23944;J05AF05;DB00709
23945;M05BA06;DB00710
23946;M05BB09;DB00710
23947;P02CB02;DB00711
23948;M02AA19;DB00712
23949;M01AE09;DB00712
23950;R02AX01;DB00712
23951;S01BC04;DB00712
23952;J01CR50;DB00713
23953;J01CF04;DB00713
23954;G04BE07;DB00714
23955;N04BC07;DB00714
23956;N06AB05;DB00715
23957;R03BC03;DB00716
23958;R01AC07;DB00716
23959;S01GX04;DB00716
23960;G03AA05;DB00717
23961;G03DC02;DB00717
23962;G03AB04;DB00717
23963;G03AC01;DB00717
23964;G03FA01;DB00717
23965;G03FB05;DB00717
23966;J05AF08;DB00718
23967;R06AX09;DB00719
23968;M05BA02;DB00720
23969;N01BA52;DB00721
23970;C05AD05;DB00721
23971;S01HA05;DB00721
23972;N01BA02;DB00721
23973;C09BA03;DB00722
23974;C10BX07;DB00722
23975;C09AA03;DB00722
23976;C09BB03;DB00722
23977;C01CA10;DB00723
23978;D06BB10;DB00724
23979;A03CB04;DB00725
23980;A03BB06;DB00725
23981;N06AA06;DB00726
23982;C01DA02;DB00727
23983;C01DA52;DB00727
23984;C05AE01;DB00727
23985;M03AC09;DB00728
23986;D01AC06;DB00730
23987;P02CA02;DB00730
23988;A10BX03;DB00731
23989;V03AB04;DB00733
23990;N05AX08;DB00734
23991;D01AE22;DB00735
23992;A02BD06;DB00736
23993;A02BC05;DB00736
23994;M01AE52;DB00736
23995;R06AE55;DB00737
23996;R06AE05;DB00737
23997;P01CX01;DB00738
23998;N07XX02;DB00740
23999;S01CB03;DB00741
24000;A01AC03;DB00741
24001;S01BA02;DB00741
24002;S01CA03;DB00741
24003;D07AA02;DB00741
24004;S01BB01;DB00741
24005;D07XA01;DB00741
24006;D07BA04;DB00741
24007;S02CA03;DB00741
24008;A07EA02;DB00741
24009;S02BA01;DB00741
24010;R01AD60;DB00741
24011;H02AB09;DB00741
24012;D07CA01;DB00741
24013;S03CA04;DB00741
24014;C05AA01;DB00741
24015;V08CA08;DB00743
24016;N06BA07;DB00745
24017;V03AC01;DB00746
24018;N05CM05;DB00747
24019;S01FA02;DB00747
24020;A04AD01;DB00747
24021;A04AD51;DB00747
24022;R06AA08;DB00748
24023;M01AB08;DB00749
24024;N01BB54;DB00750
24025;N01BB04;DB00750
24026;S01GX10;DB00751
24027;R06AX24;DB00751
24028;N06AF04;DB00752
24029;N01AB06;DB00753
24030;N03AB01;DB00754
24031;D10AD51;DB00755
24032;D10AD01;DB00755
24033;D08AE01;DB00756
24034;A04AA04;DB00757
24035;B01AC04;DB00758
24036;S02AA08;DB00759
24037;A02BD02;DB00759
24038;A01AB13;DB00759
24039;J01AA07;DB00759
24040;S01AA09;DB00759
24041;J01AA20;DB00759
24042;J01RA08;DB00759
24043;S03AA02;DB00759
24044;D06AA04;DB00759
24045;A02BD08;DB00759
24046;A12BA51;DB00761
24047;B05XA01;DB00761
24048;A12BA01;DB00761
24049;L01XX19;DB00762
24050;H03BB52;DB00763
24051;H03BB02;DB00763
24052;R03AL12;DB00764
24053;R03AK14;DB00764
24054;C02KB01;DB00765
24055;S01GX09;DB00768
24056;R01AC08;DB00768
24057;C01EA01;DB00770
24058;G04BE01;DB00770
24059;A03CA02;DB00771
24060;P03AX03;DB00772
24061;L01CB01;DB00773
24062;C03AA02;DB00774
24063;G01AE10;DB00774
24064;C03AH02;DB00774
24065;C03AB02;DB00774
24066;B01AC17;DB00775
24067;N03AF02;DB00776
24068;N05CM06;DB00777
24069;J01FA06;DB00778
24070;J01MB02;DB00779
24071;N06AF03;DB00780
24072;A03AB05;DB00782
24073;A03CA34;DB00782
24074;G03FA16;DB00783
24075;G03FA06;DB00783
24076;G03FA09;DB00783
24077;G03FA14;DB00783
24078;G03CA53;DB00783
24079;G03FA12;DB00783
24080;G03FB12;DB00783
24081;G03FB03;DB00783
24082;G03FA15;DB00783
24083;G03FB02;DB00783
24084;G03FB10;DB00783
24085;G03FA10;DB00783
24086;G03EA01;DB00783
24087;G03FA04;DB00783
24088;G03FB11;DB00783
24089;G03FA01;DB00783
24090;G03FB09;DB00783
24091;G03FB08;DB00783
24092;G03EA03;DB00783
24093;G03AA14;DB00783
24094;G03AB08;DB00783
24095;G03FB01;DB00783
24096;G03FA03;DB00783
24097;G03FA08;DB00783
24098;G03FB06;DB00783
24099;G03EA02;DB00783
24100;G03AA17;DB00783
24101;G03FA11;DB00783
24102;G03FB07;DB00783
24103;G03FA17;DB00783
24104;G03FA07;DB00783
24105;G03FA02;DB00783
24106;G03HB01;DB00783
24107;G03FB04;DB00783
24108;G03FA13;DB00783
24109;G02BB01;DB00783
24110;G03CA03;DB00783
24111;G03FA05;DB00783
24112;G03FB05;DB00783
24113;M01AG01;DB00784
24114;J05AB01;DB00787
24115;D06BB03;DB00787
24116;S01AD03;DB00787
24117;D06BB53;DB00787
24118;G02CC02;DB00788
24119;M02AA12;DB00788
24120;M01AE56;DB00788
24121;M01AE52;DB00788
24122;M01AE02;DB00788
24123;V08CA01;DB00789
24124;C09BX01;DB00790
24125;C09BA04;DB00790
24126;C10BX11;DB00790
24127;C10BX13;DB00790
24128;C09AA04;DB00790
24129;C09BX02;DB00790
24130;C10BX12;DB00790
24131;C09BB04;DB00790
24132;C10BX15;DB00790
24133;C10BX14;DB00790
24134;C09BX04;DB00790
24135;R06AC04;DB00792
24136;D04AA04;DB00792
24137;N05CB01;DB00794
24138;N03AA03;DB00794
24139;G01AE10;DB00795
24140;A07EC01;DB00795
24141;M02AX02;DB00797
24142;C04AB02;DB00797
24143;S01AA11;DB00798
24144;S02AA14;DB00798
24145;D06AX07;DB00798
24146;S03AA06;DB00798
24147;J01GB03;DB00798
24148;D05AX05;DB00799
24149;C01CA19;DB00800
24150;N01AH02;DB00802
24151;A03AA07;DB00804
24152;N06AX07;DB00805
24153;C04AD03;DB00806
24154;R03DA20;DB00806
24155;S01HA04;DB00807
24156;C03BA11;DB00808
24157;C09BX01;DB00808
24158;G01AE10;DB00808
24159;C10BX13;DB00808
24160;S01FA06;DB00809
24161;S01FA56;DB00809
24162;N04AA02;DB00810
24163;J05AP01;DB00811
24164;M01BA01;DB00812
24165;M01AA01;DB00812
24166;M02AA01;DB00812
24167;N01AH01;DB00813
24168;N02AB03;DB00813
24169;N01AH51;DB00813
24170;M01AC56;DB00814
24171;M01AC06;DB00814
24172;R03AB03;DB00816
24173;R03CB03;DB00816
24174;R03CB53;DB00816
24175;J01MB01;DB00817
24176;N01AX10;DB00818
24177;G01AE10;DB00819
24178;S01EC01;DB00819
24179;G04BE08;DB00820
24180;C02KX52;DB00820
24181;G04CA54;DB00820
24182;P03AA04;DB00822
24183;P03AA54;DB00822
24184;N07BB01;DB00822
24185;J01MB06;DB00827
24186;N05BA01;DB00829
24187;N05AB06;DB00831
24188;J01DC04;DB00833
24189;G03XB01;DB00834
24190;G03XB51;DB00834
24191;R06AB51;DB00835
24192;R06AB01;DB00835
24193;A07DA53;DB00836
24194;A07DA03;DB00836
24195;N03AG05;DB00837
24196;D07AB21;DB00838
24197;A10BB05;DB00839
24198;C01CA07;DB00841
24199;N05BA04;DB00842
24200;N06DA52;DB00843
24201;N06DA53;DB00843
24202;N06DA02;DB00843
24203;N02AF02;DB00844
24204;J04BA01;DB00845
24205;D07CC03;DB00846
24206;D07AC07;DB00846
24207;A16AA04;DB00847
24208;S01XA21;DB00847
24209;P02CE01;DB00848
24210;N03AA01;DB00849
24211;N05CB01;DB00849
24233;D07CA03;DB00860
24212;N05AB03;DB00850
24213;L01AX04;DB00851
24234;S01BA04;DB00860
24214;R01BA52;DB00852
24215;R01BA02;DB00852
24235;S02BA03;DB00860
24216;L01AX03;DB00853
24217;L01XD04;DB00855
24236;A07EA01;DB00860
24218;D01AE07;DB00856
24219;D01AE15;DB00857
24237;H02AB06;DB00860
24220;D01BA02;DB00857
24221;M01CC01;DB00859
24238;S02CA01;DB00860
24222;D07AA03;DB00860
24223;S01CA02;DB00860
24239;C05AA04;DB00860
24224;D07XA02;DB00860
24225;A01AC54;DB00860
24240;S03CA02;DB00860
24226;R01AD02;DB00860
24227;S01BB02;DB00860
24241;N02BA11;DB00861
24228;R01AD52;DB00860
24229;S01CB02;DB00860
24242;G04BE09;DB00862
24230;V03AB05;DB00860
24231;S03BA02;DB00860
24243;A02BA07;DB00863
24232;D07BA01;DB00860
24244;A02BA02;DB00863
24245;D11AH01;DB00864
24246;L04AD02;DB00864
24247;C07AA01;DB00866
24248;G02CA01;DB00867
24249;R05DB01;DB00868
24250;G01AE10;DB00869
24251;S01EC03;DB00869
24252;M01AE07;DB00870
24253;R03CC53;DB00871
24254;R03CC03;DB00871
24255;R03AC03;DB00871
24256;C03XA02;DB00872
24257;N05AF01;DB00875
24258;C09DA02;DB00876
24259;C09CA02;DB00876
24260;S01XA23;DB00877
24261;L04AA10;DB00877
24262;R02AA05;DB00878
24263;S03AA04;DB00878
24264;D08AC52;DB00878
24265;D08AC02;DB00878
24266;S01AX09;DB00878
24267;D09AA12;DB00878
24268;B05CA02;DB00878
24269;A01AB03;DB00878
24270;S02AA09;DB00878
24271;J05AR19;DB00879
24272;J05AR08;DB00879
24273;J05AR17;DB00879
24274;J05AF09;DB00879
24275;J05AR09;DB00879
24276;J05AR20;DB00879
24277;J05AR06;DB00879
24278;J05AR03;DB00879
24279;J05AR22;DB00879
24280;J05AR18;DB00879
24281;C03AB04;DB00880
24282;G01AE10;DB00880
24283;C03AA04;DB00880
24284;C03AH01;DB00880
24285;C09AA06;DB00881
24286;C09BA06;DB00881
24287;G03GB02;DB00882
24288;C01DA08;DB00883
24289;C01DA58;DB00883
24290;C05AE02;DB00883
24291;M05BB07;DB00884
24292;M05BB02;DB00884
24293;M05BB04;DB00884
24294;M05BA07;DB00884
24295;G01AE10;DB00887
24296;C03CB02;DB00887
24297;C03EB02;DB00887
24298;C03CA02;DB00887
24299;L01AA05;DB00888
24300;A04AA02;DB00889
24301;G03CB01;DB00890
24302;G03CC02;DB00890
24303;G01AE10;DB00891
24304;J01EB04;DB00891
24305;S01HA02;DB00892
24306;D04AB03;DB00892
24307;J01CR50;DB00895
24308;H02AB12;DB00896
24309;S01BA13;DB00896
24310;N05CD05;DB00897
24311;V03AB16;DB00898
24312;V03AZ01;DB00898
24313;D08AX08;DB00898
24315;J05AF02;DB00900
24316;R03AC17;DB00901
24317;R06AD04;DB00902
24318;C03CC01;DB00903
24319;A04AA01;DB00904
24320;S01EE03;DB00905
24321;N03AG06;DB00906
24322;S01HA01;DB00907
24323;S02DA02;DB00907
24324;N01BC01;DB00907
24325;R02AD03;DB00907
24326;C01BA01;DB00908
24327;C01BA51;DB00908
24328;C01BA71;DB00908
24329;N03AX15;DB00909
24330;G01AE10;DB00909
24331;H05BX02;DB00910
24332;J01RA11;DB00911
24333;J01RA13;DB00911
24334;A02BD09;DB00911
24335;J01XD02;DB00911
24336;G01AF20;DB00911
24337;P01AB02;DB00911
24338;A10BD14;DB00912
24339;A10BX02;DB00912
24340;N01AH05;DB00913
24341;A10BA01;DB00914
24342;A10BD01;DB00914
24343;N04BB01;DB00915
24344;A02BD11;DB00916
24345;D06BX01;DB00916
24346;A02BD03;DB00916
24347;J01XD01;DB00916
24348;J01RA04;DB00916
24349;A02BD01;DB00916
24350;A02BD15;DB00916
24351;J01RA03;DB00916
24352;A01AB17;DB00916
24353;G01AF20;DB00916
24354;J01RA10;DB00916
24355;A02BD02;DB00916
24356;A02BD13;DB00916
24357;G01AF01;DB00916
24358;P01AB51;DB00916
24359;A02BD08;DB00916
24360;P01AB01;DB00916
24361;G02AD02;DB00917
24362;N02CC05;DB00918
24363;S01GX08;DB00920
24364;R06AX17;DB00920
24365;N07BC01;DB00921
24366;N07BC51;DB00921
24367;N02AE01;DB00921
24368;C01CX08;DB00922
24369;M03BX08;DB00924
24370;C04AX02;DB00925
24371;D05BB01;DB00926
24372;A02BA03;DB00927
24373;A02BA53;DB00927
24374;L01BC07;DB00928
24375;G02AD06;DB00929
24376;A02BB01;DB00929
24377;M01AE56;DB00929
24378;J01AA05;DB00931
24379;J01AA20;DB00931
24314;N01AH06;DB00899
24380;J05AE09;DB00932
24381;N05AC03;DB00933
24382;N06AA21;DB00934
24383;S01GA04;DB00935
24384;R01AB07;DB00935
24385;R01AA05;DB00935
24386;D01AE12;DB00936
24387;N02BA04;DB00936
24388;N02BA12;DB00936
24389;S01BC08;DB00936
24390;A08AA03;DB00937
24391;R03AK06;DB00938
24392;R03AK12;DB00938
24393;R03AC12;DB00938
24394;M01AG04;DB00939
24395;M02AA18;DB00939
24396;A03AB07;DB00940
24397;M03AC05;DB00941
24398;J05AF03;DB00943
24399;S01EB04;DB00944
24400;B01AC06;DB00945
24401;C07FX04;DB00945
24402;C10BX04;DB00945
24403;M01BA03;DB00945
24404;N02BA71;DB00945
24405;C10BX02;DB00945
24406;B01AC56;DB00945
24407;N02AJ07;DB00945
24408;N02AJ02;DB00945
24409;N02BA01;DB00945
24410;C10BX05;DB00945
24411;N02BA51;DB00945
24412;A01AD05;DB00945
24413;C10BX01;DB00945
24414;C07FX03;DB00945
24415;N02AJ18;DB00945
24416;C10BX12;DB00945
24417;C10BX08;DB00945
24418;C10BX06;DB00945
24419;C07FX02;DB00945
24420;B01AA04;DB00946
24421;L02BA03;DB00947
24422;N03AX10;DB00949
24423;R06AX26;DB00950
24424;J04AM04;DB00951
24425;J04AM01;DB00951
24426;J04AM03;DB00951
24427;J04AM02;DB00951
24428;J04AC01;DB00951
24429;J04AM06;DB00951
24430;J04AM05;DB00951
24431;J04AM07;DB00951
24432;J04AM08;DB00951
24433;J04AC51;DB00951
24434;N02CC02;DB00952
24435;N02CC04;DB00953
24436;J01FA13;DB00954
24437;R05DA03;DB00956
24438;G03AA11;DB00957
24439;G03FA13;DB00957
24440;G03AB09;DB00957
24441;L01XA02;DB00958
24442;D10AA02;DB00959
24443;H02AB04;DB00959
24444;H02BX01;DB00959
24445;D07CA02;DB00959
24446;S01CA08;DB00959
24447;D07AA01;DB00959
24448;C07CA03;DB00960
24449;C07AA03;DB00960
24450;N01BB53;DB00961
24451;N01BB03;DB00961
24452;N05CF03;DB00962
24453;S01BC11;DB00963
24454;S01EA03;DB00964
24455;C09DB04;DB00966
24456;C09CA07;DB00966
24457;C09DA07;DB00966
24458;R06AX27;DB00967
24459;C02AB01;DB00968
24460;A03AE01;DB00969
24461;L01DA01;DB00970
24462;R06AX19;DB00972
24463;S01GX07;DB00972
24464;R01AC03;DB00972
24465;C10BA02;DB00973
24466;C10BA05;DB00973
24467;C10AX09;DB00973
24468;C10BA06;DB00973
24469;B01AC07;DB00975
24470;J01FA15;DB00976
24471;G03AA15;DB00977
24472;G03AA11;DB00977
24473;L02AA03;DB00977
24474;G03AA12;DB00977
24475;G03AA16;DB00977
24476;G03AB02;DB00977
24477;G03CA01;DB00977
24478;G03AA03;DB00977
24479;G03AA10;DB00977
24480;G03AB04;DB00977
24481;G03AB01;DB00977
24482;G03AB07;DB00977
24483;G03AA13;DB00977
24484;G03AA06;DB00977
24485;G03AA08;DB00977
24486;G03AA02;DB00977
24487;G03AA04;DB00977
24488;G03AA09;DB00977
24489;G03AB09;DB00977
24490;G03AA07;DB00977
24491;G03AB03;DB00977
24492;G03AA05;DB00977
24493;G03AB05;DB00977
24494;G03AB06;DB00977
24495;G03AA01;DB00977
24496;S01AE04;DB00978
24497;J01MA07;DB00978
24498;S01FA54;DB00979
24499;S01FA04;DB00979
24500;N05CH02;DB00980
24501;S01EB05;DB00981
24502;V03AB19;DB00981
24503;D10AD04;DB00982
24504;D10AD54;DB00982
24505;D10BA01;DB00982
24506;R03AL09;DB00983
24507;R03AL05;DB00983
24508;R03AK09;DB00983
24509;R03AL10;DB00983
24510;R03AL11;DB00983
24511;R03AL07;DB00983
24512;R03AK08;DB00983
24513;R03AC13;DB00983
24514;R03AK07;DB00983
24515;R03AK11;DB00983
24516;R03AL09;DB00986
24517;R03AL04;DB00986
24518;R03BB06;DB00986
24519;D11AA01;DB00986
24520;A03AB02;DB00986
24521;R03AL11;DB00986
24522;R03AL07;DB00986
24523;A03CA05;DB00986
24524;R03AL12;DB00986
24525;L01BC01;DB00987
24526;L01XY01;DB00987
24527;C01CA04;DB00988
24528;N06DA03;DB00989
24529;L02BG06;DB00990
24530;M01AE12;DB00991
24531;L04AX01;DB00993
24532;A07AA51;DB00994
24533;R02AB01;DB00994
24534;J01GB05;DB00994
24535;D06AX04;DB00994
24536;S03AA01;DB00994
24537;A01AB08;DB00994
24538;A07AA01;DB00994
24539;S02AA07;DB00994
24540;B05CA09;DB00994
24541;S01AA03;DB00994
24542;M01CB03;DB00995
24543;N03AX12;DB00996
24544;L01DB01;DB00997
24545;N02CC07;DB00998
24546;C09BX03;DB00999
24547;C03AX01;DB00999
24548;C03AB03;DB00999
24549;C09DX03;DB00999
24550;C03EA01;DB00999
24551;C09DX06;DB00999
24552;C09XA52;DB00999
24553;G01AE10;DB00999
24554;C09DX01;DB00999
24555;C03AA03;DB00999
24556;C09XA54;DB00999
24557;C09DX07;DB00999
24558;J01CR50;DB01000
24559;R03AK04;DB01001
24560;R03AC02;DB01001
24561;R03CC02;DB01001
24562;R03AK13;DB01001
24563;R03AL02;DB01001
24564;N01BB10;DB01002
24565;R03AK05;DB01003
24566;R03AK04;DB01003
24567;R03BC01;DB01003
24568;R01AC51;DB01003
24569;S01GX51;DB01003
24570;R01AC01;DB01003
24571;S01GX01;DB01003
24572;D11AH03;DB01003
24573;A07EB01;DB01003
24574;J05AB06;DB01004
24575;S01AD09;DB01004
24576;L01XX05;DB01005
24577;L02BG04;DB01006
24578;G01AF20;DB01007
24579;D01AC07;DB01007
24580;G01AF08;DB01007
