association_id;atc_id_id;drug_id_id
24581;L01AB01;DB01008
24582;M01AE03;DB01009
24583;M02AA10;DB01009
24584;M01AE53;DB01009
24585;V04CX07;DB01010
24586;V04CD01;DB01011
24587;H05BX01;DB01012
24588;A07EC04;DB01014
24589;J04AM08;DB01015
24590;J01EE01;DB01015
24591;G01AE10;DB01015
24592;J01EC01;DB01015
24593;A10BB01;DB01016
24594;J01AA08;DB01017
24595;J01AA20;DB01017
24596;A01AB23;DB01017
24597;C02AC02;DB01018
24598;N07AB02;DB01019
24599;C01DA14;DB01020
24600;G01AE10;DB01021
24601;C03AA06;DB01021
24602;C03EA02;DB01021
24603;C03AB06;DB01021
24604;B02BA01;DB01022
24605;C07FB02;DB01023
24606;C08CA02;DB01023
24607;C09BB05;DB01023
24608;L04AA06;DB01024
24609;A01AD07;DB01025
24610;R03DX01;DB01025
24611;G01AF11;DB01026
24612;G01AF20;DB01026
24613;J02AB02;DB01026
24614;D01AC08;DB01026
24615;N02BG09;DB01028
24616;C09CA04;DB01029
24617;C09DB05;DB01029
24618;C09DA04;DB01029
24619;C09DX07;DB01029
24620;L01XX17;DB01030
24621;M04AB01;DB01032
24622;G01AE10;DB01032
24623;L01BB02;DB01033
24624;R03DA20;DB01033
24625;C01BA02;DB01035
24626;G04BD07;DB01036
24627;N04BD01;DB01037
24628;C10BA03;DB01039
24629;C10AB05;DB01039
24630;C10BA09;DB01039
24631;C10BA04;DB01039
24632;L04AX02;DB01041
24633;L01AA03;DB01042
24634;N06DA52;DB01043
24635;N06DX01;DB01043
24636;N06DA53;DB01043
24637;S01AE06;DB01044
24638;J01MA16;DB01044
24639;J04AM02;DB01045
24640;J04AB02;DB01045
24641;J04AM06;DB01045
24642;J04AM05;DB01045
24643;J04AM07;DB01045
24644;A06AX03;DB01046
24645;C05AA11;DB01047
24646;D07AC08;DB01047
24647;D07CC05;DB01047
24648;J05AR13;DB01048
24649;J05AR02;DB01048
24650;J05AR04;DB01048
24651;J05AF06;DB01048
24652;G02CC01;DB01050
24653;C01EB16;DB01050
24654;M01AE01;DB01050
24655;M02AA13;DB01050
24656;R02AX02;DB01050
24657;N02AJ08;DB01050
24658;N02AJ19;DB01050
24659;M01AE51;DB01050
24660;J01CR50;DB01053
24661;J01CE01;DB01053
24662;S01AA14;DB01053
24663;J01CE08;DB01053
24664;C08CA08;DB01054
24665;C09BB06;DB01054
24666;C01BB03;DB01056
24667;S01EB03;DB01057
24668;P02BA01;DB01058
24669;J01RA13;DB01059
24670;S01AE02;DB01059
24671;J01MA06;DB01059
24672;A02BD12;DB01060
24673;A02BD14;DB01060
24674;J01CR50;DB01060
24675;A02BD04;DB01060
24676;A02BD07;DB01060
24677;A02BD13;DB01060
24678;A02BD10;DB01060
24679;A02BD05;DB01060
24680;A02BD03;DB01060
24681;A02BD01;DB01060
24682;A02BD15;DB01060
24683;A02BD06;DB01060
24684;J01CA04;DB01060
24685;A02BD11;DB01060
24686;G04BD04;DB01062
24687;N05AB07;DB01063
24688;C01CA02;DB01064
24689;R03AK02;DB01064
24690;R03AB02;DB01064
24691;R03CB01;DB01064
24692;R03CB51;DB01064
24693;N05CH01;DB01065
24694;A10BB07;DB01067
24695;N03AE01;DB01068
24696;R06AD52;DB01069
24697;D04AA10;DB01069
24698;V03AB05;DB01069
24699;R06AD02;DB01069
24700;A11CC02;DB01070
24701;R06AD07;DB01071
24702;J05AE08;DB01072
24703;J05AR15;DB01072
24704;J05AR23;DB01072
24705;L01BB05;DB01073
24706;C08EX02;DB01074
24707;D04AA32;DB01075
24708;R06AA02;DB01075
24709;D04AA33;DB01075
24710;R06AA52;DB01075
24711;C10BX15;DB01076
24712;C10AA05;DB01076
24713;C10BX03;DB01076
24714;C10BA05;DB01076
24715;C10BX11;DB01076
24716;C10BX08;DB01076
24717;C10BX06;DB01076
24718;C10BX12;DB01076
24719;M05BB01;DB01077
24720;M05BA01;DB01077
24721;C01AA07;DB01078
24722;A06AX06;DB01079
24723;N03AG04;DB01080
24724;A07DA01;DB01081
24725;J04AM01;DB01082
24726;J01GA01;DB01082
24727;A07AA54;DB01082
24728;A07AA04;DB01082
24729;A08AB01;DB01083
24730;S01GX06;DB01084
24731;N07AX01;DB01085
24732;S01EB01;DB01085
24733;S01EB51;DB01085
24734;C05AD03;DB01086
24735;R02AD01;DB01086
24736;D04AB04;DB01086
24737;N01BA05;DB01086
24738;P01BA03;DB01087
24739;B01AC11;DB01088
24740;C02LA03;DB01089
24741;C02AA05;DB01089
24742;D01AE23;DB01091
24743;C01AC01;DB01092
24744;M02AX03;DB01093
24745;G04BX13;DB01093
24746;C10AA04;DB01095
24747;P02BA02;DB01096
24748;L04AA13;DB01097
24749;C10BX10;DB01098
24750;C10BX05;DB01098
24751;C10BX07;DB01098
24752;C10AA07;DB01098
24753;A10BH52;DB01098
24754;G01AE10;DB01098
24755;C10BX13;DB01098
24756;C10BX09;DB01098
24757;C10BA09;DB01098
24758;C10BX16;DB01098
24759;C10BX17;DB01098
24760;C10BX14;DB01098
24761;C10BA06;DB01098
24762;J02AX01;DB01099
24763;D01AE21;DB01099
24764;N05AG02;DB01100
24765;L01BC06;DB01101
24766;C01CA22;DB01102
24767;P01AX05;DB01103
24768;N06AB06;DB01104
24769;A08AA10;DB01105
24770;R01AC02;DB01106
24771;S01GX02;DB01106
24772;N05CE02;DB01107
24773;H02CA01;DB01108
24774;B01AB51;DB01109
24775;C05BA03;DB01109
24776;S01XA14;DB01109
24777;C05BA53;DB01109
24778;B01AB01;DB01109
24779;A07AC01;DB01110
24780;J02AB01;DB01110
24781;D01AC52;DB01110
24782;G01AF20;DB01110
24783;A01AB09;DB01110
24784;D01AC02;DB01110
24785;S02AA13;DB01110
24786;G01AF04;DB01110
24787;S01AA27;DB01112
24788;J01DC02;DB01112
24789;J01RA03;DB01112
24790;G04BE02;DB01113
24791;A03AD01;DB01113
24792;G04BE52;DB01113
24793;R06AB54;DB01114
24794;R06AB04;DB01114
24795;C08CA55;DB01115
24796;C08GA01;DB01115
24797;C08CA05;DB01115
24798;C07FB03;DB01115
24799;C02BA01;DB01116
24800;P01AX06;DB01117
24801;C01BD01;DB01118
24802;G01AE10;DB01119
24803;C02DA01;DB01119
24804;V03AH01;DB01119
24805;A10BB09;DB01120
24806;N03AX07;DB01121
24807;N07AA30;DB01122
24808;V04CA01;DB01124
24809;A10BB03;DB01124
24810;G04CB02;DB01126
24811;G04CA52;DB01126
24812;G01AF05;DB01127
24813;D01AC03;DB01127
24814;G01AF20;DB01127
24815;G01AF55;DB01127
24816;L02BB03;DB01128
24817;L02AE51;DB01128
24818;A02BD12;DB01129
24819;A02BD13;DB01129
24820;A02BC54;DB01129
24821;M01AA05;DB01129
24822;A02BC04;DB01129
24823;M02AA03;DB01129
24824;D07AC18;DB01130
24825;P01BB01;DB01131
24826;P01BB51;DB01131
24827;A10BD09;DB01132
24828;A10BG03;DB01132
24829;A10BD05;DB01132
24830;A10BD06;DB01132
24831;A10BD12;DB01132
24832;M05BA05;DB01133
24833;M03AC07;DB01135
24834;C07AG02;DB01136
24835;C07FX06;DB01136
24836;J01MA12;DB01137
24837;A02BD10;DB01137
24838;J01RA05;DB01137
24839;S01AE05;DB01137
24840;M04AB02;DB01138
24841;J01DB05;DB01140
24842;J02AX05;DB01141
24843;N06AA12;DB01142
24844;D04AX01;DB01142
24845;V03AF05;DB01143
24846;G01AE10;DB01144
24847;S01EC02;DB01144
24848;R06AA57;DB01146
24849;R06AA07;DB01146
24850;J01CR50;DB01147
24851;J01CF02;DB01147
24852;G04BD02;DB01148
24853;N06AX06;DB01149
24854;N06AA01;DB01151
24855;G01AA04;DB01152
24856;N05CB01;DB01154
24857;J01MA15;DB01155
24858;A08AA62;DB01156
24859;N06AX12;DB01156
24860;P01AX07;DB01157
24861;C01BD02;DB01158
24862;N01AB01;DB01159
24863;N01BA04;DB01161
24864;G04CA03;DB01162
24865;A12AA07;DB01164
24866;A11GB01;DB01164
24867;G04BA03;DB01164
24868;B05XA07;DB01164
24869;J01MA01;DB01165
24870;J01RA09;DB01165
24871;S01AE01;DB01165
24872;S02AA16;DB01165
24873;B01AC23;DB01166
24874;J02AC02;DB01167
24875;L01XB01;DB01168
24876;L01XX27;DB01169
24877;S01EX01;DB01170
24878;C02CC02;DB01170
24879;C02LF01;DB01170
24880;N06AG02;DB01171
24881;M03BC51;DB01173
24882;N04AB02;DB01173
24883;M03BC01;DB01173
24884;N05CB01;DB01174
24885;N03AA02;DB01174
24886;N06AB10;DB01175
24887;R06AE03;DB01176
24888;R06AE53;DB01176
24889;L01DB06;DB01177
24890;M03BB02;DB01178
24891;M03BB72;DB01178
24892;M03BB52;DB01178
24893;D06BB04;DB01179
24894;C02LA52;DB01180
24895;C02LA02;DB01180
24896;C02AA01;DB01180
24897;L01AA06;DB01181
24898;C01BC03;DB01182
24899;A06AH04;DB01183
24900;N02AA53;DB01183
24901;V03AB15;DB01183
24902;N02AA55;DB01183
24903;A03FA03;DB01184
24904;G03BA01;DB01185
24905;N04BC02;DB01186
24906;D01AE14;DB01188
24907;G01AX12;DB01188
24908;N01AB07;DB01189
24909;D10AF01;DB01190
24910;J01FF01;DB01190
24911;D10AF51;DB01190
24912;G01AA10;DB01190
24913;A08AA04;DB01191
24914;C07AB04;DB01193
24915;C07BB04;DB01193
24916;S01EC54;DB01194
24917;S01EC04;DB01194
24918;G01AE10;DB01194
24919;C01BC04;DB01195
24920;L01XX11;DB01196
24921;C09AA01;DB01197
24922;C09BA01;DB01197
24923;N05CF01;DB01198
24924;M03AA02;DB01199
24925;N04BC01;DB01200
24926;G02CB01;DB01200
24927;J04AB05;DB01201
24928;N03AX14;DB01202
24929;C07BA12;DB01203
24930;C07AA12;DB01203
24931;L01DB07;DB01204
24932;V03AB25;DB01205
24933;L01AD02;DB01206
24934;J01MA09;DB01208
24935;N02AX03;DB01209
24936;S01ED03;DB01210
24937;A02BD12;DB01211
24938;A02BD14;DB01211
24939;A02BD07;DB01211
24940;A02BD04;DB01211
24941;A02BD09;DB01211
24942;A02BD05;DB01211
24943;J01FA09;DB01211
24944;A02BD06;DB01211
24945;A02BD11;DB01211
24946;J01DD04;DB01212
24947;J01DD54;DB01212
24948;V03AB34;DB01213
24949;S01ED54;DB01214
24950;C07BA68;DB01214
24951;S01ED04;DB01214
24952;N05CD04;DB01215
24953;D11AX10;DB01216
24954;G04CA51;DB01216
24955;G04CB01;DB01216
24956;L02BG03;DB01217
24957;P01BX01;DB01218
24958;M03CA01;DB01219
24959;A07AA11;DB01220
24960;D06AX11;DB01220
24961;N01AX03;DB01221
24962;R03AL11;DB01222
24963;D07AC09;DB01222
24964;R01AD05;DB01222
24965;R03AK07;DB01222
24966;A07EA06;DB01222
24967;R03BA02;DB01222
24968;R03AK12;DB01222
24969;R03DA55;DB01223
24970;R03DA05;DB01223
24971;R03DA20;DB01223
24972;R03DB05;DB01223
24973;N05AH04;DB01224
24974;B01AB05;DB01225
24975;M03AC10;DB01226
24976;N07BC03;DB01227
24977;C01BC08;DB01228
24978;L01CD01;DB01229
24979;J05AE01;DB01232
24980;A03FA01;DB01233
24981;R01AD53;DB01234
24982;D07XB05;DB01234
24983;R01AD03;DB01234
24984;D10AA03;DB01234
24985;S01CB01;DB01234
24986;S02CA06;DB01234
24987;S03CA01;DB01234
24988;C05AA09;DB01234
24989;S01CA01;DB01234
24990;D07CB04;DB01234
24991;H02AB02;DB01234
24992;S01BA01;DB01234
24993;A01AC02;DB01234
24994;S03BA01;DB01234
24995;D07AB19;DB01234
24996;S02BA06;DB01234
24997;N04BA03;DB01235
24998;N04BA01;DB01235
24999;N04BA02;DB01235
25000;N01AB08;DB01236
25001;R06AA01;DB01237
25002;N05AX12;DB01238
25003;N05AF03;DB01239
25004;B01AC09;DB01240
25005;C10AB04;DB01241
25006;N06AA04;DB01242
25007;C08EA02;DB01244
25008;R06AD01;DB01246
25009;N06AF01;DB01247
25010;L01CD02;DB01248
25011;A07EC03;DB01250
25012;A10BB08;DB01251
25013;A10BX08;DB01252
25014;G02AB03;DB01253
25015;L01XE06;DB01254
25016;N06BA12;DB01255
25017;D06AX13;DB01256
25018;L04AA25;DB01257
25019;L01XE07;DB01259
25020;S01BA11;DB01260
25021;D07BB02;DB01260
25022;D07AB08;DB01260
25023;A10BH51;DB01261
25024;A10BD24;DB01261
25025;A10BD07;DB01261
25026;A10BH01;DB01261
25027;A10BD12;DB01261
25028;L01BC08;DB01262
25029;J02AC04;DB01263
25030;J05AR14;DB01264
25031;G01AE10;DB01264
25032;J05AR22;DB01264
25033;J05AR26;DB01264
25034;J05AE10;DB01264
25035;N05AX13;DB01267
25036;L01XE04;DB01268
25037;L01XC08;DB01269
25038;S01LA04;DB01270
25039;A16AB09;DB01271
25040;A16AB07;DB01272
25041;N07BA03;DB01273
25042;C02DB02;DB01275
25043;C02LG02;DB01275
25044;A10BJ01;DB01276
25045;H01AC03;DB01277
25046;A10BX05;DB01278
25047;A16AB08;DB01279
25048;L01BB07;DB01280
25049;L04AA24;DB01281
25050;H01BB03;DB01282
25051;M01AH06;DB01283
25052;H01AA02;DB01284
25053;H01AA01;DB01285
25054;R03CC04;DB01288
25055;R03AL01;DB01288
25056;G02CA03;DB01288
25057;R03AC04;DB01288
25058;A10BB11;DB01289
25059;R03CC07;DB01291
25060;R03AC08;DB01291
25061;C07AB06;DB01295
25062;C07BB06;DB01295
25063;M01AX05;DB01296
25064;C07AB01;DB01297
25065;R03DA20;DB01303
25066;R03DB02;DB01303
25067;R03DA02;DB01303
25068;A10AD06;DB01306
25069;A10AD05;DB01306
25070;A10AB05;DB01306
25071;A10AE05;DB01307
25072;A10AB06;DB01309
25073;J05AE07;DB01319
25074;N03AB05;DB01320
25075;N06AX25;DB01323
25076;C03AA05;DB01324
25077;G01AE10;DB01324
25078;C03AB05;DB01324
25079;G01AE10;DB01325
25080;C03BA02;DB01325
25081;C03BB02;DB01325
25082;J01DC03;DB01326
25083;J01DB04;DB01327
25084;J01DC06;DB01328
25085;J01DD12;DB01329
25086;J01DC05;DB01330
25087;J01DD07;DB01332
25088;J01DB09;DB01333
25089;M03AC01;DB01337
25090;M03AC06;DB01338
25091;M03AC03;DB01339
25092;C09BA08;DB01340
25093;C09AA08;DB01340
25094;C09AA11;DB01348
25095;C09CA05;DB01349
25096;N05CA02;DB01351
25097;N05CB01;DB01351
25098;N05CA05;DB01352
25099;N05CA03;DB01353
25100;N05CA11;DB01354
25101;N01AF02;DB01355
25102;N05CA16;DB01355
25103;C07CA23;DB01359
25104;C07AA23;DB01359
25105;S01FB02;DB01364
25106;R01AB05;DB01364
25107;C01CA26;DB01364
25108;R03CA02;DB01364
25109;A08AA56;DB01364
25110;R01AA03;DB01364
25111;R03CC08;DB01366
25112;R03AC16;DB01366
25113;N04BD02;DB01367
25114;M05BB01;DB01373
25115;A11AA02;DB01373
25116;M05BB08;DB01373
25117;A11GB01;DB01373
25118;M05BB02;DB01373
25119;M05BB04;DB01373
25120;M05BB05;DB01373
25121;N06DX02;DB01381
25122;N06DA53;DB01381
25123;A10BC01;DB01382
25124;G01AE10;DB01382
25125;H02AB05;DB01384
25126;C08CX01;DB01388
25127;B05CB04;DB01390
25128;B05XA02;DB01390
25129;G04BE04;DB01392
25130;C10AB02;DB01393
25131;M04AC01;DB01394
25132;G03AC10;DB01395
25133;G03FA17;DB01395
25134;G03AA12;DB01395
25135;C01AA04;DB01396
25136;N02BA06;DB01399
25137;N07AA01;DB01400
25138;S01EB06;DB01400
25139;N07AA51;DB01400
25140;N05AA02;DB01403
25141;J01MA05;DB01405
25142;G03XA01;DB01406
25143;R03CC13;DB01407
25144;R03AC14;DB01407
25145;R03CC63;DB01407
25146;R03CC12;DB01408
25147;R03AL06;DB01409
25148;R03BB04;DB01409
25149;R03BB54;DB01409
25150;R03AL10;DB01409
25151;R03BA08;DB01410
25152;R01AD13;DB01410
25153;R03DC02;DB01411
25154;C03BD01;DB01412
25155;R03DA07;DB01412
25156;R03DA57;DB01412
25157;J01DE01;DB01413
25158;J01RA06;DB01413
25159;J01DB10;DB01414
25160;J01DD14;DB01415
25161;B01AA07;DB01418
25162;J01XX07;DB01422
25163;N02BB53;DB01424
25164;N02BB03;DB01424
25165;N02BB73;DB01424
25166;A03FA05;DB01425
25167;C01BA05;DB01426
25168;C01CE01;DB01427
25169;C01BB04;DB01429
25170;R07AB07;DB01430
25171;G03DC01;DB01431
25172;N02BB51;DB01435
25173;N02BB71;DB01435
25174;N02BB01;DB01435
25175;S02DA03;DB01435
25176;A11CC03;DB01436
25177;M05BB06;DB01436
25178;N05CE01;DB01437
25179;G04BX06;DB01438
25180;N07BC06;DB01452
25181;N06BA06;DB01463
25182;S01XA06;DB01466
25183;R05DA01;DB01466
25184;N06BA10;DB01482
25185;N05CA04;DB01483
25186;N05CD03;DB01544
25187;N02AA58;DB01551
25188;N02AA08;DB01551
25189;N02AJ02;DB01551
25190;N02AJ01;DB01551
25191;N05BA08;DB01558
25192;N05BA21;DB01559
25193;N05BA17;DB01567
25194;N06BA02;DB01576
25195;N06BA03;DB01577
25196;C07BA02;DB01580
25197;C07AA02;DB01580
25198;C07CA02;DB01580
25199;J01ED07;DB01581
25200;D06BA06;DB01581
25201;G01AE10;DB01581
25202;J01EE07;DB01581
25203;J01EB03;DB01582
25204;G01AE10;DB01582
25205;J01EE05;DB01582
25206;A05AA02;DB01586
25207;N05BA10;DB01587
25208;N05BA11;DB01588
25209;N05CD10;DB01589
25210;L01XE10;DB01590
25211;L04AA18;DB01590
25212;G04BD08;DB01591
25213;G04CA53;DB01591
25214;B03AE02;DB01592
25215;A11AA01;DB01592
25216;B03AE01;DB01592
25217;B03AE04;DB01592
25218;B03AE03;DB01592
25219;C05AX04;DB01593
25220;N05CD02;DB01595
25221;J01DH51;DB01597
25222;J01DH51;DB01598
25223;C10AX02;DB01599
25224;M01AE11;DB01600
25225;J05AR10;DB01601
25226;J01CG02;DB01606
25227;N05AC01;DB01608
25228;V03AC03;DB01609
25229;J05AB14;DB01610
25230;P01BA02;DB01611
25231;V03AB22;DB01612
25232;C01DA63;DB01613
25233;C01DA13;DB01613
25234;N05AA04;DB01614
25235;A03AX08;DB01616
25236;A03AX58;DB01616
25237;N05AE02;DB01618
25238;R06AX04;DB01619
25239;R06AB05;DB01620
25240;D04AA16;DB01620
25241;N05AC04;DB01621
25242;N05AB08;DB01622
25243;N05AF04;DB01623
25244;N05AF05;DB01624
25245;A03CA01;DB01625
25246;A03AB09;DB01625
25247;C02LL01;DB01626
25248;C02KC01;DB01626
25249;J01FF02;DB01627
25250;M01AH05;DB01628
25251;R03DX07;DB01656
25252;D05AX01;DB01677
25253;C05CA51;DB01698
25254;C05CA01;DB01698
25255;G03EA03;DB01708
25256;G03XX01;DB01708
25257;A14AA07;DB01708
25258;C01EB02;DB01744
25259;M01AG03;DB02266
25260;D05AX52;DB02300
25261;D05AX02;DB02300
25262;A02BX01;DB02329
25263;A02BX71;DB02329
25264;A02BX51;DB02329
25265;A10XA01;DB02383
25266;H01BA04;DB02638
25267;P01AX10;DB02640
25268;A05AA03;DB02659
25269;A11HA01;DB02701
25270;S01AA13;DB02703
25271;D09AA02;DB02703
25272;J01XC01;DB02703
25273;D06AX01;DB02703
25274;A14AA01;DB02901
25275;G03BB02;DB02901
25276;C03CA03;DB02925
25277;G01AE10;DB02925
25278;A12CC08;DB03088
25279;S01EB09;DB03128
25280;S02AA10;DB03166
25281;G01AD02;DB03166
25282;D08AX03;DB03175
25283;D08AX53;DB03175
25284;C05BB05;DB03255
25285;R02AA19;DB03255
25286;N01BX03;DB03255
25287;D08AE03;DB03255
25288;J05AB15;DB03312
25289;M01AA03;DB03585
25290;M02AA04;DB03585
25291;S01BC02;DB03585
25292;H03AA04;DB03604
25293;D11AX08;DB03604
25294;B03BA05;DB03614
25295;J01GB10;DB03615
25296;D11AX24;DB03619
25297;B05XX02;DB03754
25298;B05BB03;DB03754
25299;S01AX10;DB03766
25300;N02BE73;DB03783
25301;N02BE03;DB03783
25302;N02BE53;DB03783
25303;A16AX11;DB03793
25304;V04CG30;DB03793
25305;D02AE01;DB03904
25306;B05BC02;DB03904
25307;D02AE51;DB03904
25308;L01AD05;DB04106
25309;D08AH01;DB04209
25310;R02AA02;DB04209
25311;G01AC05;DB04209
25312;A09AB04;DB04272
25313;G01AX02;DB04335
25314;S01XA10;DB04335
25315;D06BB05;DB04335
25316;R05CB03;DB04339
25317;C10AX05;DB04377
25318;G01AD01;DB04398
25319;D08AK30;DB04445
25320;M02AA17;DB04552
25321;M01AX02;DB04552
25322;L01AC01;DB04572
25323;G03CC06;DB04573
25324;G03CA04;DB04573
25325;J01MA08;DB04576
25326;N06BX11;DB04599
25327;H02AA01;DB04630
25328;N07AX02;DB04660
25329;V08AC04;DB04711
25330;M01AX17;DB04743
25331;M02AA26;DB04743
25332;P01CX02;DB04786
25333;D01AC10;DB04794
25334;D01AC60;DB04794
25335;A06AB53;DB04816
25336;A06AB03;DB04816
25337;A06AG03;DB04816
25338;N02BB72;DB04817
25339;N02BB02;DB04817
25340;N02BB52;DB04817
25341;N06AF05;DB04818
25342;N06AF02;DB04820
25343;N06AX04;DB04821
25344;A06AB04;DB04824
25345;C01DX52;DB04825
25346;C01DX02;DB04825
25347;M01AB04;DB04828
25348;A10BA03;DB04830
25349;C03CC02;DB04831
25350;N06AB02;DB04832
25351;N05CX02;DB04833
25352;N05CM01;DB04833
25353;J05AX09;DB04835
25354;N06AA19;DB04836
25355;R05DB10;DB04837
25356;C04AX01;DB04838
25357;G03HB01;DB04839
25358;G03HA01;DB04839
25359;C02CC04;DB04840
25360;N07CA03;DB04841
25361;N05AG01;DB04842
25362;A03AB12;DB04843
25363;N07XX06;DB04844
25364;L01DC04;DB04845
25365;C07AB08;DB04846
25366;B03XA05;DB04847
25367;M04AA03;DB04854
25368;C01BD07;DB04855
25369;C07FB12;DB04861
25370;C09DX05;DB04861
25371;C07BB12;DB04861
25372;C07AB12;DB04861
25373;L01XX40;DB04865
25374;L01XE08;DB04868
25375;A08AA11;DB04871
25376;A10BH02;DB04876
25377;A10BD08;DB04876
25378;A10BF03;DB04878
25379;C01CE03;DB04880
25380;G04BX14;DB04884
25381;A03AE03;DB04885
25382;H01CB04;DB04894
25383;S01LA03;DB04895
25384;N06AX17;DB04896
25385;B01AE05;DB04898
25386;C01DX19;DB04899
25387;G02CX02;DB04908
25388;J01XA05;DB04911
25389;C08CA16;DB04920
25390;A03FA07;DB04924
25391;P03AC54;DB04930
25392;P03AC04;DB04930
25393;D02BB02;DB04931
25394;B01AX01;DB04932
25395;G03XC05;DB04938
25396;A07XA06;DB04941
25397;N05AX14;DB04946
25398;N07BC04;DB04948
25399;L04AX05;DB04951
25400;N03AX21;DB04953
25401;L04AB03;DB04956
25402;L01XX57;DB04977
25403;D06BX02;DB05013
25404;M09AX03;DB05016
25405;A16AX14;DB05018
25406;R03AC18;DB05039
25407;R03AL04;DB05039
25408;R03AL12;DB05039
25409;R03AK14;DB05039
25410;R05CB15;DB05057
25411;B01AD09;DB05099
25412;L01CX01;DB05109
25413;L01CA06;DB05168
25414;D11AH06;DB05219
25415;B01AC19;DB05229
25416;N03AD03;DB05246
25417;B01AD05;DB05254
25418;B06AA02;DB05254
25419;L03AX13;DB05259
25420;R03DC04;DB05266
25421;N04BC09;DB05271
25422;B06AC03;DB05311
25423;N05AX17;DB05316
25424;B02BX04;DB05332
25425;A02BC06;DB05351
25426;L03AX14;DB05381
25427;V04CG03;DB05381
25428;D08AG03;DB05382
25429;V04CD04;DB05394
25430;L03AB12;DB05396
25431;L04AC09;DB05459
25432;J05AP02;DB05521
25433;N03AX23;DB05541
25434;P01CB02;DB05630
25435;L04AA32;DB05676
25436;L04AC05;DB05679
25437;L02BX03;DB05812
25438;H05AA03;DB05829
25439;A05AA04;DB05990
25440;N05AX15;DB06016
25441;B01AX07;DB06081
25442;N05AE03;DB06144
25443;J01EB07;DB06147
25444;G01AE10;DB06147
25445;D06BA02;DB06147
25446;N06AX03;DB06148
25447;J01ED01;DB06150
25448;G01AE10;DB06150
25449;R05CB01;DB06151
25450;S01XA08;DB06151
25451;V03AB23;DB06151
25452;C04AA02;DB06152
25453;G02CA02;DB06152
25454;N02CX01;DB06153
25455;C01DA55;DB06154
25456;C01DA05;DB06154
25457;A08AX01;DB06155
25458;J01MA19;DB06160
25459;L04AC08;DB06168
25460;R05DA07;DB06174
25461;L01XC11;DB06186
25462;B06AC02;DB06196
25463;N03AF03;DB06201
25464;G03XC03;DB06202
25465;A10BD13;DB06203
25466;A10BD09;DB06203
25467;A10BH04;DB06203
25468;N02AX06;DB06204
25469;G04CA04;DB06207
25470;B01AC22;DB06209
25471;B02BX05;DB06210
25472;J01DH04;DB06211
25473;C03XA01;DB06212
25474;C01EB21;DB06213
25475;N05AH05;DB06216
25476;C01BG11;DB06217
25477;N03AX18;DB06218
25478;B01AF01;DB06228
25479;N07BB05;DB06230
25480;J05AX10;DB06234
