association_id;atc_id_id;drug_id_id
25481;G04BE10;DB06237
25482;P01CX03;DB06243
25483;D11AX16;DB06243
25484;C01CA27;DB06262
25485;L01DB10;DB06263
25486;M03BX04;DB06264
25487;M02AX06;DB06264
25488;L01XX07;DB06266
25489;G04BE11;DB06267
25490;C02KX03;DB06268
25491;B01AB11;DB06271
25492;L04AC07;DB06273
25493;A06AH02;DB06274
25494;R06AE09;DB06282
25495;N02BG08;DB06283
25496;H05AA02;DB06285
25497;L01XE09;DB06287
25498;N05AL05;DB06288
25499;G01AE10;DB06290
25500;J05AP05;DB06290
25501;A10BK01;DB06292
25502;A10BD15;DB06292
25503;A10BD21;DB06292
25504;A10BD25;DB06292
25505;A10BD21;DB06335
25506;A10BD25;DB06335
25507;A10BH03;DB06335
25508;A10BD10;DB06335
25509;J01EA03;DB06358
25510;L04AC04;DB06372
25511;N07XX03;DB06393
25512;G03XC02;DB06401
25513;G03CC07;DB06401
25514;C02KX02;DB06403
25515;C02KX52;DB06403
25516;B06AC01;DB06404
25517;H05BX03;DB06410
25518;A14AA05;DB06412
25519;N06BA13;DB06413
25520;J05AG04;DB06414
25521;R05CA01;DB06439
25522;B01AC25;DB06441
25523;N05CX04;DB06470
25524;N05CM02;DB06470
25525;N06BC02;DB06479
25526;A06AX05;DB06480
25527;L01XE11;DB06589
25528;N06AX22;DB06594
25529;J01MB08;DB06600
25530;R03DX08;DB06602
25531;B01AF02;DB06605
25532;L01XC09;DB06607
25533;P01BA07;DB06608
25534;R03DX09;DB06612
25535;N02BG07;DB06623
25536;A04AD13;DB06634
25537;N07XX07;DB06637
25538;M05BX04;DB06643
25539;L01XC10;DB06650
25540;N04BD03;DB06654
25541;A10AE56;DB06655
25542;A10BJ02;DB06655
25543;H01CB05;DB06663
25544;L04AB06;DB06674
25545;L04AA28;DB06681
25546;N06AX24;DB06684
25547;N07XX10;DB06685
25548;L03AX17;DB06688
25549;C05BB01;DB06689
25550;D04AA02;DB06691
25551;R06AC01;DB06691
25552;B02AB01;DB06692
25553;R01AB06;DB06694
25554;R01AA07;DB06694
25555;S01GA53;DB06694
25556;S01GA03;DB06694
25557;B01AE07;DB06695
25558;P01BF01;DB06697
25559;P01BE02;DB06697
25560;N07CA01;DB06698
25561;L02BX02;DB06699
25562;N06AX23;DB06700
25563;N06BA11;DB06701
25564;G04BD11;DB06702
25565;V09IX01;DB06704
25566;V09IX02;DB06704
25567;V10XA02;DB06704
25568;V08CA11;DB06705
25569;A03AX10;DB06706
25570;P01BF01;DB06708
25571;V04CX03;DB06709
25572;G03BA02;DB06710
25573;G03EA01;DB06710
25574;G03EK01;DB06710
25575;R01AB02;DB06711
25576;S01GA01;DB06711
25577;S01GA51;DB06711
25578;R01AA08;DB06711
25579;C08CA10;DB06712
25580;G03AA13;DB06713
25581;A14AA02;DB06718
25582;L02AE01;DB06719
25583;A16AB10;DB06720
25584;M01AC05;DB06725
25585;C01BA04;DB06727
25586;S01AB05;DB06729
25587;J01ED08;DB06729
25588;G01AE10;DB06729
25589;G03AA10;DB06730
25590;G03AB06;DB06730
25591;M01AB16;DB06736
25592;M02AA25;DB06736
25593;N02AB01;DB06738
25594;N02AG02;DB06738
25595;R03DX06;DB06739
25596;R03CC63;DB06742
25597;R05CB06;DB06742
25598;A03AD02;DB06751
25599;M09AB01;DB06752
25600;B01AB09;DB06754
25601;A11CA02;DB06755
25602;D02BB01;DB06755
25603;A16AA06;DB06756
25604;A09AB02;DB06756
25605;C02DG01;DB06762
25606;C02LX01;DB06762
25607;S01GX11;DB06766
25608;L01AA09;DB06769
25609;P03AX06;DB06770
25610;S01AE08;DB06771
25611;L01CD04;DB06772
25612;H05BA03;DB06773
25613;M02AB01;DB06774
25614;N01BX04;DB06774
25615;A16AA05;DB06775
25616;A05AA01;DB06777
25617;V03AB20;DB06778
25618;B01AB04;DB06779
25619;D07AC19;DB06781
25620;V03AB09;DB06782
25621;H01CC01;DB06785
25622;D07AD02;DB06786
25623;A03AB10;DB06787
25624;L02AE05;DB06788
25625;H01CB03;DB06791
25626;G01AE10;DB06795
25627;D06BA03;DB06795
25628;V08CA05;DB06796
25629;A06AH01;DB06800
25630;S01BC10;DB06802
25631;P02DA01;DB06803
25632;L03AX16;DB06809
25633;L01BA05;DB06813
25634;J05AR16;DB06817
25635;J05AX08;DB06817
25636;A16AX03;DB06819
25637;D01AC09;DB06820
25638;B01AB10;DB06822
25639;G04BX16;DB06823
25640;L02AE04;DB06825
25641;M01AX04;DB07402
25642;M02AA08;DB07477
25643;H03BX02;DB07637
25644;C04AX32;DB08162
25645;N03AX03;DB08329
25646;M01AH04;DB08439
25647;L01XD06;DB08486
25648;D08AE04;DB08604
25649;D09AA06;DB08604
25650;B01AA08;DB08794
25651;J01CE04;DB08795
25652;J01EE04;DB08798
25653;J01EC03;DB08798
25654;R06AX05;DB08799
25655;R01AC04;DB08799
25656;D04AA09;DB08800
25657;R06AC53;DB08800
25658;R06AC03;DB08800
25659;R06AB03;DB08801
25660;D04AA13;DB08801
25661;R06AD09;DB08802
25662;D04AA22;DB08802
25663;A02BA06;DB08806
25664;C07AA17;DB08807
25665;C07CA17;DB08807
25666;C07AA19;DB08808
25667;A03FA08;DB08810
25668;N05BA23;DB08811
25669;B01AB06;DB08813
25670;B01AC18;DB08814
25671;N05AE05;DB08815
25672;B01AC24;DB08816
25673;S01KA51;DB08818
25674;S01KA01;DB08818
25675;D03AX05;DB08818
25676;M09AX01;DB08818
25677;R01AX09;DB08818
25678;S01EE05;DB08819
25679;R07AX31;DB08820
25680;R07AX02;DB08820
25681;R07AX30;DB08820
25682;C09CA09;DB08822
25683;C09DA09;DB08822
25684;V09AB03;DB08824
25685;V03AC02;DB08826
25686;C10AX12;DB08827
25687;R01AC05;DB08835
25688;S01GX03;DB08835
25689;C09AA14;DB08836
25690;A05AB01;DB08840
25691;N06BX12;DB08842
25692;C10AA08;DB08860
25693;V04CK02;DB08862
25694;J05AR19;DB08864
25695;J05AR21;DB08864
25696;J05AR08;DB08864
25697;J05AG05;DB08864
25698;G03AD02;DB08867
25699;G03XB02;DB08867
25700;L04AA27;DB08868
25701;H01AC06;DB08869
25702;L01XX41;DB08871
25703;J05AP03;DB08873
25704;A07AA12;DB08874
25705;L04AA26;DB08879
25706;L04AA31;DB08880
25707;G01AE10;DB08881
25708;A10BH05;DB08882
25709;A10BD19;DB08882
25710;A10BD11;DB08882
25711;N03AX22;DB08883
25712;V08CA10;DB08884
25713;S01LA05;DB08885
25714;L01XX44;DB08885
25715;S01XA22;DB08888
25716;A06AX04;DB08890
25717;G04BD12;DB08893
25718;B03XA04;DB08894
25719;L04AA29;DB08895
25720;R03BB05;DB08897
25721;R03AL05;DB08897
25722;L02BB04;DB08899
25723;A16AX08;DB08900
25724;J04AK05;DB08903
25725;L04AB05;DB08904
25726;L02BG02;DB08905
25727;R03AL08;DB08906
25728;R01AD12;DB08906
25729;R03AK10;DB08906
25730;R03BA09;DB08906
25731;A10BD16;DB08907
25732;A10BK02;DB08907
25733;L04AX07;DB08908
25734;A16AX09;DB08909
25735;L04AX06;DB08910
25736;J05AR27;DB08930
25737;J05AR13;DB08930
25738;J05AR25;DB08930
25739;J05AR21;DB08930
25740;C02KX05;DB08931
25741;C02KX04;DB08932
25742;D01AC18;DB08933
25743;J05AP08;DB08934
25744;J05AP51;DB08934
25745;J05AP55;DB08934
25746;J05AP56;DB08934
25747;R06AE04;DB08936
25748;C04AC03;DB08949
25749;C02CA02;DB08950
25750;C04AX28;DB08954
25751;A10BB04;DB08962
25752;G02AD03;DB08964
25753;D07XB03;DB08970
25754;D07AB07;DB08970
25755;D07CB02;DB08970
25756;D07AC05;DB08971
25757;D07CC06;DB08971
25758;D07BC03;DB08971
25759;S01CA04;DB08971
25760;D07XC05;DB08971
25761;H02AB03;DB08971
25762;C05AA08;DB08971
25763;J01MB07;DB08972
25764;C08EA01;DB08980
25765;M02AA06;DB08984
25766;M03BX09;DB08992
25767;C05CA03;DB08995
25768;C05CA53;DB08995
25769;N06AA18;DB08996
25770;J01DB02;DB09008
25771;S01ED06;DB09013
25772;N05BB02;DB09014
25773;N06AA15;DB09016
25774;N05CD09;DB09017
25775;A03FA04;DB09018
25776;R05CB02;DB09019
25777;A06AB52;DB09020
25778;A06AB02;DB09020
25779;A06AG02;DB09020
25780;C09XA54;DB09026
25781;C09XA53;DB09026
25782;C09DX02;DB09026
25783;C09XA02;DB09026
25784;C09XA52;DB09026
25785;J05AP51;DB09027
25786;N07BA04;DB09028
25787;L04AC10;DB09029
25788;B01AC26;DB09030
25789;P01CX04;DB09031
25790;L04AA33;DB09033
25791;N05CM19;DB09034
25792;L04AC11;DB09036
25793;A10BD19;DB09038
25794;A10BD20;DB09038
25795;A10BK03;DB09038
25796;A16AX10;DB09039
25797;A10BJ04;DB09043
25798;A10BJ05;DB09045
25799;A16AA07;DB09046
25800;A06AH03;DB09049
25801;G02CX01;DB09059
25802;N03AX24;DB09061
25803;C10AB08;DB09064
25804;J05AR09;DB09065
25805;J05AR15;DB09065
25806;J05AR14;DB09065
25807;J05AR22;DB09065
25808;J05AR18;DB09065
25809;V03AX03;DB09065
25810;G03GA09;DB09066
25811;N06AX26;DB09068
25812;C01EB15;DB09069
25813;G03CX01;DB09070
25814;N05CH03;DB09071
25815;N01AX11;DB09072
25816;N07XX04;DB09072
25817;B01AF03;DB09075
25818;R03AL08;DB09076
25819;R03AL03;DB09076
25820;R03BB07;DB09076
25821;R03AL06;DB09080
25822;R03AC19;DB09080
25823;R03AL08;DB09082
25824;R03AK10;DB09082
25825;R03AL03;DB09082
25826;C01EB17;DB09083
25827;C07FX05;DB09083
25828;C07FX06;DB09083
25829;C05AD02;DB09085
25830;N01BA03;DB09085
25831;D04AB06;DB09085
25832;N01BA53;DB09085
25833;S01HA03;DB09085
25834;A03AA05;DB09089
25835;A03AX04;DB09090
25836;R01AD57;DB09091
25837;R01AD07;DB09091
25838;A07EA05;DB09091
25839;C04AD02;DB09092
25840;D06AA02;DB09093
25841;S01AA02;DB09093
25842;J01AA03;DB09093
25843;J01AA20;DB09093
25844;A01AB21;DB09093
25845;D07AC06;DB09095
25846;D07XC04;DB09095
25847;D07BC04;DB09095
25848;D10AE01;DB09096
25849;D10AE51;DB09096
25850;G02CB04;DB09097
25851;H01AC02;DB09098
25852;H01CB01;DB09099
25853;J05AR09;DB09101
25854;J05AR18;DB09101
25855;J05AP58;DB09102
25856;J05AP07;DB09102
25857;L03AA12;DB09103
25858;B03XA03;DB09107
25859;V03AB08;DB09112
25860;N07BB02;DB09116
25861;N05CC05;DB09117
25862;N03AX17;DB09118
25863;M02AB02;DB09120
25864;M01CB04;DB09121
25865;L03AB13;DB09122
25866;G03AB08;DB09123
25867;G03DB08;DB09123
25868;G03FA15;DB09123
25869;G03AA16;DB09123
25870;G03DB03;DB09124
25871;G03FB07;DB09124
25872;G03GA01;DB09126
25873;N05AX16;DB09128
25874;V09DA04;DB09137
25875;V09BA01;DB09139
25876;V03AN01;DB09140
25877;V04CC03;DB09142
25878;V09AX06;DB09148
25879;V09AX05;DB09149
25880;V09AX04;DB09151
25881;B05CB02;DB09154
25882;V09GA02;DB09160
25883;V09GA01;DB09161
25884;N05BA19;DB09166
25885;N06AA16;DB09167
25886;J05AP09;DB09183
25887;J05AP52;DB09183
25888;N06AX09;DB09185
25889;N06AB09;DB09194
25890;C04AX10;DB09205
25891;G04BE06;DB09205
25892;R05DA08;DB09209
25893;M01AE14;DB09213
25894;M02AA27;DB09214
25895;N02AJ14;DB09214
25896;M01AE17;DB09214
25897;M01AC04;DB09215
25898;M01AG02;DB09216
25899;C01DX16;DB09220
25900;N05AD03;DB09224
25901;N05AX11;DB09225
25902;C08CA12;DB09227
25903;B06AC04;DB09228
25904;C08CA15;DB09231
25905;C08CA14;DB09232
25906;C08CA09;DB09236
25907;C08CA11;DB09238
25908;C09BB12;DB09238
25909;V03AB17;DB09241
25910;V04CG05;DB09241
25911;C02AC05;DB09242
25912;C02LC05;DB09242
25913;N06AG03;DB09245
25914;L01BC03;DB09256
25915;L01BC53;DB09256
25916;B01AB12;DB09258
25917;A10AE54;DB09265
25918;A10BJ03;DB09265
25919;C01EB09;DB09270
25920;A07DA06;DB09272
25921;R03DA11;DB09273
25922;P01BE03;DB09274
25923;P01BF02;DB09274
25924;P01BF03;DB09274
25925;P01BF06;DB09274
25926;P01BF04;DB09274
25927;M01CB01;DB09276
25928;C09DA10;DB09279
25929;C09CA10;DB09279
25930;C09DB09;DB09279
25931;C10BX16;DB09279
25932;R07AX30;DB09280
25933;C01DX12;DB09282
25934;C01DX11;DB09283
25935;M01AX22;DB09285
25936;N05AD05;DB09286
25937;A06AD15;DB09287
25938;A06AD65;DB09287
25939;N02BE05;DB09288
25940;N06AX14;DB09289
25941;A04AD14;DB09291
25942;C09DX04;DB09292
25943;J05AP53;DB09296
25944;J05AP52;DB09296
25945;J05AP53;DB09297
25946;J05AP52;DB09297
25947;A05BA03;DB09298
25948;J05AR19;DB09299
25949;J05AR20;DB09299
25950;J05AR17;DB09299
25951;J05AF13;DB09299
25952;J05AR22;DB09299
25953;J05AR18;DB09299
25954;A03DB04;DB09300
25955;A03BB01;DB09300
25956;M01AX25;DB09301
25957;C10AX14;DB09302
25958;C10AX13;DB09303
25959;J01FA16;DB09308
25960;B02BD11;DB09310
25961;A01AA51;DB09325
25962;A01AA01;DB09325
25963;A12CD01;DB09325
25964;V08AC08;DB09333
25965;V08AC10;DB09333
25966;C03BC01;DB09338
25967;V08AC09;DB09340
25968;C05BB03;DB09344
25969;V08AA07;DB09347
25970;C02AA03;DB09363
25971;C02LA08;DB09363
25972;L02AA02;DB09369
25973;G03FA09;DB09371
25974;H02AB15;DB09383
25975;G03FA10;DB09389
25976;G03FB01;DB09389
25977;G03AA06;DB09389
25978;B05XA08;DB09395
25979;H03BC01;DB09418
25980;V04CJ02;DB09421
25981;A06AG01;DB09449
25982;A06AD17;DB09449
25983;B05XA09;DB09449
25984;A10AD02;DB09456
25985;A10AC02;DB09456
25986;A10AE02;DB09456
25987;A10AB02;DB09456
25988;A06AX01;DB09462
25989;A06AG04;DB09462
25990;A06AD13;DB09472
25991;A12CA02;DB09472
25992;A02AA01;DB09481
25993;V03AE04;DB09481
25994;A06AD01;DB09481
25995;R06AX18;DB09488
25996;V10BX01;DB09498
25997;V09IX04;DB09502
25998;D11AX11;DB09526
25999;V04CK01;DB09532
26000;A10AD06;DB09564
26001;A10AE56;DB09564
26002;A10AE06;DB09564
26003;G04BX12;DB11071
26004;S01KA02;DB11075
26005;D10AX01;DB11081
26006;D10AX02;DB11085
26007;S01AX06;DB11085
26008;D08AX01;DB11091
26009;S02AA06;DB11091
26010;D11AX25;DB11091
26011;A01AB02;DB11091
26012;A12AA13;DB11093
26013;A11GB01;DB11093
26014;B01AE01;DB11095
26015;A12BA04;DB11098
26016;A06AB05;DB11113
26017;A12CE02;DB11127
26018;A07DA02;DB11130
26019;N02AA02;DB11130
26020;P02CC01;DB11156
26021;D05AC01;DB11157
26022;D05AC51;DB11157
26023;S01FA05;DB11181
26024;S01JA02;DB11182
26025;R05DB05;DB11186
26026;D04AA01;DB11235
26027;R06AC06;DB11235
26028;R01AC06;DB11235
26029;A11HA03;DB11251
26030;R02AA12;DB11254
26031;B02BC06;DB11300
26032;B02BD30;DB11300
26033;B01AD12;DB11312
26034;A12AA01;DB11348
26035;A11GB01;DB11348
26036;B01AC27;DB11362
26037;A06AB56;DB11365
26038;A06AB06;DB11365
26039;A04AD54;DB11386
26040;A04AD04;DB11386
26041;J01RA08;DB11442
26042;J01FA05;DB11442
26043;M04AB05;DB11560
26044;L04AC13;DB11569
26045;J05AP54;DB11574
26046;J05AP10;DB11574
26047;J05AP11;DB11575
26048;J05AP54;DB11575
26049;V04CH02;DB11577
26050;L04AA43;DB11580
26051;L01XX52;DB11581
26052;M03BX05;DB11582
26053;M03BX55;DB11582
26054;J05AP06;DB11586
26055;J05AP58;DB11586
26056;V04CX08;DB11588
26057;D08AK06;DB11590
26058;R06AX29;DB11591
26059;B01AB02;DB11598
26060;B02BD14;DB11606
26061;S01XA25;DB11611
26062;J05AP55;DB11613
26063;J05AP56;DB11613
26064;R06AX28;DB11614
26065;G03XA02;DB11619
26066;L03AX11;DB11626
26067;N04BX04;DB11632
26068;J02AC05;DB11633
26069;A11HA08;DB11635
26070;G03AA14;DB11636
26071;G03FB12;DB11636
26072;G03DB04;DB11636
26073;J04AK06;DB11637
26074;P01BF05;DB11638
26075;P01BE05;DB11638
26076;M05BC01;DB11639
26077;N07XX05;DB11640
26078;L01CA05;DB11641
26079;N07XX11;DB11642
26080;N07XX08;DB11644
26081;S01EE06;DB11660
26082;A06AH05;DB11691
26083;L04AD03;DB11693
26084;A04AA03;DB11699
26085;R07AX31;DB11712
26086;C02AC06;DB11738
26087;R06AX22;DB11742
26088;D07AD01;DB11750
26089;D07CD01;DB11750
26090;S01AA16;DB11753
26091;S02AA12;DB11753
26092;D06AX15;DB11753
26093;A07AA13;DB11753
26094;J04AB03;DB11753
26095;L04AC14;DB11767
26096;C07AB13;DB11770
26097;J01MA18;DB11774
26098;J05AR20;DB11799
26099;L04AA37;DB11817
26100;P01CC01;DB11820
26101;N06AX27;DB11823
26102;N01AX14;DB11823
26103;A10BD23;DB11827
26104;A10BK04;DB11827
26105;A10BD24;DB11827
26106;L04AC16;DB11834
26107;H02CA02;DB11837
26108;C01CX09;DB11842
26109;R03BB08;DB11855
26110;M05BX06;DB11866
26111;J01MA17;DB11892
26112;L02BB05;DB11901
26113;N07XX13;DB11915
26114;H02AB13;DB11921
26115;C10AX15;DB11936
26116;L01XX66;DB11942
26117;J01MA23;DB11943
26118;H01CC03;DB11979
26119;L04AA36;DB11988
26120;M01AX21;DB11994
26121;B02BX08;DB11995
26122;B02BX09;DB12010
26123;J05AX24;DB12020
26124;R03DX10;DB12023
26125;J05AP56;DB12026
26126;J01AA14;DB12035
26127;J01AA20;DB12035
26128;J05AX18;DB12070
26129;N06BX18;DB12131
26130;D11AH05;DB12159
26131;C07AB14;DB12212
26132;N07XX14;DB12243
26133;P02BX04;DB12245
26134;R03CC11;DB12248
26135;R03AC11;DB12248
26136;P01CA03;DB12265
26137;G04BD06;DB12278
26138;J05AR24;DB12301
26139;J05AG06;DB12301
26140;M04AB03;DB12319
26141;J01AA13;DB12329
26142;J01AA20;DB12329
26143;B01AF04;DB12364
26144;L04AA42;DB12371
26145;N05CD14;DB12404
26146;J01AA15;DB12455
26147;J01AA20;DB12455
26148;C02KD01;DB12465
26149;J05AX27;DB12466
26150;G03AB02;DB12474
26151;G03AA03;DB12474
26152;G03FA07;DB12474
26153;G03DC03;DB12474
26154;G03FB02;DB12474
26155;G03AC02;DB12474
26156;N04BC08;DB12478
26157;R06AX25;DB12523
26158;C05AD06;DB12532
26159;L04AA38;DB12612
26160;J01GB14;DB12615
26161;J05AX23;DB12698
26162;G02AD01;DB12789
26163;D10AD06;DB12808
26164;L03AB14;DB12814
26165;J01XX12;DB12825
26166;H05BX04;DB12865
26167;C08DA02;DB12923
26168;L02BB06;DB12941
26169;C02LG01;DB12945
26170;C02LG51;DB12945
26171;C02DB01;DB12945
26172;D08AL30;DB12965
26173;H02AB17;DB13003
26174;N05AL03;DB13025
26175;V04CD06;DB13074
26176;B02BX07;DB13125
26177;P01BE01;DB13132
26178;B02BD06;DB13133
26179;B02BD10;DB13133
26180;B01AA12;DB13136
26181;L03AA10;DB13144
26182;V09IX12;DB13146
26183;B02BD01;DB13150
26184;B02BD05;DB13150
26185;B02BD03;DB13151
26186;B02BD04;DB13152
26187;B02BD01;DB13152
26188;D07AB01;DB13158
26189;S01CA11;DB13158
26190;S01BA09;DB13158
26191;C09BA15;DB13166
26192;C09AA15;DB13166
26193;M01AB06;DB13167
26194;A06AX07;DB13170
26195;A16AB17;DB13173
26196;A11HA07;DB13178
26197;J01FA08;DB13179
26198;C01EB06;DB13191
26199;B02BD02;DB13192
26200;L03AA14;DB13200
26201;R03DA08;DB13203
26202;H02AB11;DB13208
26203;J01MA21;DB13261
26204;J01FA11;DB13287
26205;R05CA04;DB13293
26206;V03AB01;DB13293
26207;J01FA14;DB13338
26208;C04AE54;DB13345
26209;C04AE04;DB13345
26210;M01AB17;DB13346
26211;M02AA09;DB13346
26212;B01AA10;DB13347
26213;N04BC03;DB13385
26214;N03AB03;DB13396
26215;G02CB06;DB13399
26216;A10BB06;DB13406
26217;J01FA12;DB13409
26218;D06BB09;DB13421
26219;C07AB11;DB13443
26220;R03DA03;DB13449
26221;R03DB03;DB13449
26222;J01FA03;DB13456
26223;C04AX11;DB13488
26224;A03CA04;DB13500
26225;A03AB06;DB13500
26226;M02AA11;DB13501
26227;S01BC07;DB13501
26228;S01AA05;DB13503
26229;R02AB02;DB13503
26230;D06AX08;DB13503
26231;C07AA27;DB13508
26232;G02CB05;DB13520
26233;G03AA15;DB13528
26234;G03FB03;DB13528
26235;G03AB07;DB13528
26236;G03DB06;DB13528
26237;C07AA14;DB13530
26238;R03DA09;DB13573
26239;A03AA06;DB13581
26240;R03DB06;DB13592
26241;R03DA06;DB13592
26242;G03DB07;DB13602
26243;J05AX13;DB13609
26244;L03AX15;DB13615
26245;A12BA05;DB13620
26246;C04AD01;DB13634
26247;A10BB10;DB13675
26248;R06AB52;DB13679
26249;R06AB02;DB13679
26250;G03AC04;DB13685
26251;G03AA02;DB13685
26252;A03CA08;DB13720
26253;A03AB15;DB13720
26254;G04BD05;DB13725
26255;D07AC12;DB13728
26256;B02AB04;DB13729
26257;P03AC52;DB13746
26258;P03AC02;DB13746
26259;A12CC03;DB13749
26260;A05BA08;DB13751
26261;C07AB10;DB13757
26262;A02BC07;DB13762
26263;C08EX01;DB13766
26264;J01MA10;DB13772
26265;C07AA16;DB13775
26266;C01CX07;DB13781
26267;M01AB11;DB13783
26268;N05AG03;DB13791
26269;A12AA30;DB13800
26270;R03DA10;DB13812
26271;J01MB04;DB13823
26272;A03AX11;DB13835
26273;H02AB14;DB13843
26274;V09IX05;DB13848
26275;G03DB05;DB13857
26276;G03DC06;DB13866
26277;G03FA06;DB13866
26278;G03AA01;DB13866
26279;R03BA05;DB13867
26280;D07AC17;DB13867
26281;R03AK11;DB13867
26282;R03AK06;DB13867
26283;R01AD08;DB13867
26284;R01AD58;DB13867
26285;C10AB11;DB13873
26286;L01XX59;DB13874
26287;J05AP57;DB13878
26288;J05AP57;DB13879
26289;C09DA06;DB13919
26290;C09DB07;DB13919
26291;C09DX06;DB13919
26292;C09CA06;DB13919
26293;B02BX06;DB13923
26294;S01XA24;DB13926
26295;A10BJ06;DB13928
26296;S01EE51;DB13931
26297;S01EX05;DB13931
26298;S01XA27;DB13932
26299;P01BX02;DB13941
26300;P01BF05;DB13941
26301;V04CX09;DB13967
26302;G02CX04;DB13975
26303;J05AX25;DB13997
26304;L04AC17;DB14004
26305;N02BA03;DB14006
26306;R03DA20;DB14018
26307;G01AE10;DB14033
26308;N02CD01;DB14039
26309;N02CD03;DB14041
26310;N02CD02;DB14042
26311;C05AX04;DB14487
26312;A16AX05;DB14487
26313;B03AA03;DB14488
26314;B03AA06;DB14489
26315;B03AA10;DB14490
26316;B03AA02;DB14491
26317;B03AD02;DB14491
26318;B05XA17;DB14498
26319;C03AB03;DB14500
26320;C03BB07;DB14500
26321;C03BB02;DB14500
26322;C03BB04;DB14500
26323;C03AB01;DB14500
26324;C03BB05;DB14500
26325;C03AB04;DB14500
26326;C03AB08;DB14500
26327;C03AB07;DB14500
26328;C03BB03;DB14500
26329;C03AB05;DB14500
26330;C03CB01;DB14500
26331;C03AB09;DB14500
26332;C03AB02;DB14500
26333;C03CB02;DB14500
26334;C03AB06;DB14500
26335;B03AA01;DB14501
26336;D11AX04;DB14508
26337;D07AC13;DB14512
26338;R03BA07;DB14512
26339;D07XC03;DB14512
26340;R01AD09;DB14512
26341;R03AK09;DB14512
26342;A12CC07;DB14514
26343;A12CC06;DB14515
26344;A02AB03;DB14517
26345;V03AE08;DB14520
26346;C05AX04;DB14533
26347;B05XA12;DB14533
26348;D07AC16;DB14538
26349;D07AB02;DB14540
26350;D07BB04;DB14540
26351;D07AB11;DB14543
26352;C05AX04;DB14548
26353;V03AB38;DB14562
26354;L01XX62;DB14568
26355;J01XX11;DB14569
26356;G03FA02;DB14570
26357;G03DA03;DB14570
26358;N03AF04;DB14575
26359;N07XX12;DB14582
26360;B06AC05;DB14597
26361;H01BA03;DB14642
26362;H02AB10;DB14681
26363;S01BA03;DB14681
26364;L04AA39;DB14724
26365;L01XX67;DB14731
26366;B06AA03;DB14740
26367;S02AA11;DB00781
26368;S03AA03;DB00781
26369;J01XB02;DB00781
26370;A07AA05;DB00781
26371;S01AA18;DB00781
26372;H01AC05;DB14751
26373;N06BA14;DB14754
26374;S01LA06;DB14864
26375;L04AA44;DB15091
26376;L03AB15;DB15119
26377;B06AX01;DB15271
26378;V09IX09;DB15494
26379;B03AB10;DB15598
26380;A16AB03;DB15874
